start_time,match_id,stage,map_type,map_name,player,team,hero,role,Ability Damage Done,All Damage Done,Amped Heal Activations,Amped Speed Activations,Armor Packs Created,Armor Uptime,Assists,Average Energy,Average Time Alive,Barrage Efficiency,Barrage Kills,Barrier Damage Done,Biotic Field Healing Done,Biotic Fields Deployed,Biotic Grenade Kills,Biotic Orb Damage Efficiency,Biotic Orb Healing Efficiency,Biotic Orb Maximum Damage,Biotic Orb Maximum Healing,Blaster Kills,Blizzard Efficiency,Blizzard Kills,Charge Kills,Coalescence Healing,Coalescence Kills,Coalesence - Damage per Use,Coalesence - Healing per Use,Concussion Mine Kills,Critical Hit Accuracy,Critical Hit Kills,Critical Hits,Damage - Barrage,Damage - Biotic Grenade,Damage - Biotic Orb,Damage - Blizzard,Damage - Boosters,Damage - Call Mech,Damage - Chain Hook,Damage - Charge,Damage - Coalescence,Damage - Concussion Mine,Damage - Deadeye,Damage - Death Blossom,Damage - Deflect,Damage - Dragonblade,Damage - Dragonstrike,Damage - EMP,Damage - Earthshatter,Damage - Fire Strike,Damage - Flashbang,Damage - Graviton Surge,Damage - Helix Rockets,Damage - Jump Pack,Damage - Meteor Strike,Damage - Micro Missiles,Damage - Molten Core,Damage - Pistol,Damage - Primal Rage Melee,Damage - Primal Rage Total,Damage - Pulse Bomb,Damage - Quick Melee,Damage - RIP-Tire,Damage - Rising Uppercut,Damage - Rocket Punch,Damage - Scatter,Damage - Seismic Slam,Damage - Self Destruct,Damage - Sonic,Damage - Steel Trap,Damage - Swift Strike,Damage - Tactical Visor,Damage - Total Mayhem,Damage - Turret Rockets,Damage - Venom Mine,Damage - Weapon,Damage - Weapon Charged,Damage - Weapon Pistol,Damage - Weapon Primary,Damage - Weapon Recon,Damage - Weapon Scoped,Damage - Weapon Secondary,Damage - Weapon Sentry,Damage - Weapon Tank,Damage - Whole Hog,Damage Amplified,Damage Blocked,Damage Reflected,Damage Taken,Deadeye Efficiency,Deadeye Kills,Death Blossom Efficiency,Death Blossom Kills,Death Blossoms,Deaths,Defensive Assists,Deflection Kills,Dragonblade Efficiency,Dragonblade Kills,Dragonblades,Dragonstrike Efficiency,Dragonstrike Kills,EMP Efficiency,Earthshatter Efficiency,Earthshatter Kills,Earthshatter Stuns,Eliminations,Eliminations per Life,Enemies EMP'd,Enemies Frozen,Enemies Hacked,Enemies Hooked,Enemies Slept,Enemies Trapped,Energy Maximum,Environmental Deaths,Environmental Kills,Fan the Hammer Kills,Final Blows,Fire Strike Kills,Frag Launcher Direct Hits,Freeze Spray Damage,Graviton Surge Efficiency,Graviton Surge Kills,Heal Song Time Elapsed,Healing - Biotic Orb,Healing - Coalescence,Healing - Secondary Fire,Healing Done,Health Recovered,Helix Rocket Kills,Hero Damage Done,High Energy Kills,Hook Accuracy,Hooks Attempted,Icicle Damage,Infra-Sight Efficiency,Infra-sight Uptime,Jump Pack Kills,Lifetime Energy Accumulation,Match Blinks Used,Mech Deaths,Mechs Called,Melee Final Blows,Melee Kills,Meteor Strike Efficiency,Meteor Strike Kills,Molten Core Efficiency,Molten Core Kills,Multikills,Nano Boost Assists,Nano Boost Efficiency,Nano Boosts Applied,Objective Kills,Objective Time,Offensive Assists,Players Knocked Back,Players Resurrected,Players Saved,Primal Rage Efficiency,Primal Rage Kills,Primal Rage Melee Accuracy,Primal Rage Melee Efficiency,Primal Rage Melee Hits,Primal Rage Melee Hits - Multiple,Primal Rage Melee Ticks,Primary Fire Accuracy,Primary Fire Hits,Primary Fire Ticks,Projected Barrier Damage Blocked,Projected Barriers Applied,Pulse Bomb Attach Rate,Pulse Bomb Efficiency,Pulse Bomb Kills,Pulse Bombs Attached,Quick Melee Accuracy,Quick Melee Hits,Quick Melee Ticks,RIP-Tire Efficiency,RIP-Tire Kills,Recalls Used,Recon Assists,Recon Kills,Rocket Barrages,Rocket Direct Hits,Rocket Hammer Melee Accuracy,Rocket Hammer Melee Average Targets,Rocket Hammer Melee Hits,Rocket Hammer Melee Hits - Multiple,Rocket Hammer Melee Ticks,Scatter Arrow Kills,Scoped Accuracy,Scoped Critical Hits,Scoped Hits,Scoped Shots,Secondary Fire Accuracy,Secondary Fire Hits,Secondary Fire Ticks,Self Destruct Efficiency,Self Healing,Self Healing Percent of Damage Taken,Self-Destruct Kills,Self-Destructs,Sentry Kills,Shields Created,Shots Fired,Shots Hit,Sleep Dart Hits,Sleep Dart Shots,Sleep Dart Success Rate,Solo Kills,Sound Barrier Casts,Sound Barrier Efficiency,Sound Barriers Provided,Speed Song Time Elapsed,Successful Freezes,Supercharger Assists,Supercharger Efficiency,Tactical Visor Efficiency,Tactical Visor Kills,Tactical Visors,Tank Efficiency,Tank Kills,Tesla Cannon Accuracy,Tesla Cannon Efficiency,Tesla Cannon Hits,Tesla Cannon Hits - Multiple,Tesla Cannon Ticks,Time Alive,Time Building Ultimate,Time Elapsed per Ultimate Earned,Time Holding Ultimate,Time Played,Torbjörn Kills,Total Mayhem Kills,Total Time Frozen,Transcendence Efficiency,Transcendence Healing,Transcendence Percent of Healing,Turret Damage,Turret Kills,Turrets Destroyed,Ultimates Earned - Fractional,Ultimates Used,Unscoped Accuracy,Unscoped Hits,Unscoped Shots,Venom Mine Kills,Weapon Accuracy,Weapon Kills,Whole Hog Efficiency,Whole Hog Kills,of Rockets Fired
2018-01-18 02:10:00,10236,Overwatch League - Stage 1,PAYLOAD,Dorado,Zebbosai,Florida Mayhem,Mercy,Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.4702323,0,0,3326.356422,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17477.34879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.20899963,8,0,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145.652551,0.344416655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.5560172,81.09942193,113.7140034,805.1643361,0,0,0,0,0,0,0,0,0,7.207893759,7,0,0,0,0,0,0,0,0,0
2018-01-18 02:10:00,10236,Overwatch League - Stage 1,PAYLOAD,Dorado,Zebbosai,Florida Mayhem,Moira,Support,0,12.59999931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59999931,0,0,0,0,0,0,0,0,0,0,0,0,211.970005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9700011,11.9700011,0,0,12.59999931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,4,5,0,11.9700011,0.056470259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.39600033,304.3420885,0,11.94463614,0,0,0,0,0,0,0,0,0,0.037444707,0,0,0,0,0,0,0,0,0,0
2018-01-18 02:10:00,10236,Overwatch League - Stage 1,PAYLOAD,Dorado,Zuppeh,Florida Mayhem,Ana,Support,0,774.6499927,0,0,0,0,1,0,0,0,0,460.960001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.6899917,0,0,0,0,0,0,0,801.1258347,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.141129,0,0,313.6899917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885714286,0,31,35,0,0,0,0,100,0.124824336,0,0,0,0,105,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.3660032,79.28471651,1.70100005,120.037059,0,0,0,0,0,0,0,0,0,1.392021162,1,0.676470588,23,34,0,0.047619048,0,0,0,0
2018-01-18 02:10:00,10236,Overwatch League - Stage 1,PAYLOAD,Dorado,Zuppeh,Florida Mayhem,Hanzo,Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.624000079,393.6000024,0,1.943509996,0,0,0,0,0,0,0,0,0,0.006666667,0,0,0,0,0,0,0,0,0,0
2018-01-18 02:10:00,10236,Overwatch League - Stage 1,PAYLOAD,Dorado,Zuppeh,Florida Mayhem,Zenyatta,Support,0,8904.786842,0,0,0,0,9,0,0,0,0,3465.474266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094339623,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830.460194,0,2458.852383,0,0,0,0,0,0,0,0,0,4174.096257,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,12,1.333333333,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8664.606906,0,0,5436.312576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42.48999941,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.81004047,0.008339539,0,0,0,0,590,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.8820147,96.64523211,151.4570043,695.1284033,0,0,0,668.1224057,3340.612029,0.385546865,0,0,0,5.286158495,5,0,0,0,0,0.179661017,0,0,0,0
2018-01-18 02:10:00,10236,Overwatch League - Stage 1,PAYLOAD,Dorado,ryujehong,Seoul Dynasty,Mercy,Support,0,51.71173286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.71173286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.240655,0,0,3090.216013,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17930.4953,0,0,51.71173286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,48.80399931,13,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415.476536,0.458051,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.2290134,75.94788074,241.8050071,817.1089723,0,0,0,0,0,0,0,0,0,6.007132904,6,0,0,0,0,0,0,0,0,0
2018-01-18 02:10:00,10236,Overwatch League - Stage 1,PAYLOAD,Dorado,xepheR,Seoul Dynasty,D.Va,Tank,0,13316.58212,0,0,0,0,21,0,0,0,0,3605.10028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082808491,1,355,0,0,0,0,803.411972,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.8947005,0,1070,0,0,0,451.1471329,0,0,0,0,0,387.8200073,0,0,0,0,0,0,0,6130.638137,0,0,0,0,0,0,0,0,0,0,10211.08815,0,16166.54596,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,29,4.142857143,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9600.91195,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,16,138.851998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,2,5,0,0,14042,4287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.2300173,51.50518618,225.5960066,817.1089723,0,0,0,0,0,0,0,0,0,11.49845406,21,0,0,0,0,0.305298391,0,0,0,0
2018-01-18 02:33:00,10236,Overwatch League - Stage 1,ASSAULT,Horizon Lunar Colony,CWoosH,Florida Mayhem,Orisa,Tank,0,2459.827285,0,0,0,0,8,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060.212905,0,0,0,0,0,0,0,0,0,354.4639959,2893.379472,0,1187.453935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060.212905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.503999993,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.7960049,120.0744859,51.63900155,221.0306852,0,0,0,0,0,0,0,0,0,1.364119977,1,0,0,0,0,0.259044863,0,0,0,0
2018-01-18 02:33:00,10236,Overwatch League - Stage 1,ASSAULT,Horizon Lunar Colony,CWoosH,Florida Mayhem,Winston,Tank,0,6285.357903,0,0,0,0,11,0,0,0,0,1338.266303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.3706793,0,0,0,0,740,759.6898603,0,96.03887558,0,0,0,0,0,0,0,0,0,0,0,0,0,3683.342043,0,0,0,0,0,0,0,0,0,0,9853.932236,0,8122.225196,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,1.857142857,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4874.751598,0,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,9,76.8739989,0,51,0,0,0.666666667,2,0.538461538,0.615384615,21,24,39,0,0,0,0,0,0,0,0,0,0.5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549079755,1.466480447,358,525,652,0,520.7930153,112.6304327,45.00300133,597.586454,0,0,0,0,0,0,0,0,0,4.623910278,3,0,0,0,0,0,10,0,0,0
2018-01-18 02:33:00,10236,Overwatch League - Stage 1,ASSAULT,Horizon Lunar Colony,Fleta,Seoul Dynasty,Genji,Damage,0,3743.089139,0,0,0,0,2,0,0,0,0,932.1287441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095890411,0,7,0,0,0,0,0,0,0,0,0,0,0,0,154.8122916,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,583.5098763,0,0,1317.808226,0,0,0,0,0,728,2002.887056,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,7,3.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2805.130394,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,19.10999973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.2900053,88.93212178,50.84000152,240.3458384,0,0,0,0,0,0,0,0,0,2.027276553,1,0,0,0,0,0.249146758,0,0,0,0
2018-01-18 02:33:00,10236,Overwatch League - Stage 1,ASSAULT,Horizon Lunar Colony,Fleta,Seoul Dynasty,Junkrat,Damage,0,7116.919368,0,0,0,0,2,0,0,0,0,1934.989349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1192.280617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.4476471,0,0,0,0,0,0,254,0,0,197.8333282,0,0,2550.571915,0,0,0,0,0,0,0,0,0,0,0,0,1916.761285,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,3,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,5065.930018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.041999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.605008,85.14559372,79.23300234,349.4527462,0,0,0,0,0,0,0,0,0,3.1664,3,0,0,0,0,0.107981221,0,0,0,0
2018-01-18 02:33:00,10236,Overwatch League - Stage 1,ASSAULT,Horizon Lunar Colony,Fleta,Seoul Dynasty,Sombra,Damage,0,1503.961004,0,0,0,0,1,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7810719,0,0,0,0,0,0,0,0,0,0,0,0,1044.587971,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,2,0.5,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,460.7810719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.726999901,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1340035,112.816291,103.4650031,228.8185548,0,0,0,0,0,0,0,0,0,1.056000002,1,0,0,0,0,0.255681818,0,0,0,0
2018-01-18 02:33:00,10236,Overwatch League - Stage 1,ASSAULT,Horizon Lunar Colony,KuKi,Seoul Dynasty,Winston,Tank,0,8948.329804,0,0,0,0,19,0,0,0,0,1598.760903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.4081054,0,0,0,0,1017.525841,1276.523289,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,5250.272655,0,0,0,0,0,0,0,0,0,0,11120.20793,0,14916.78325,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,4.333333333,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6944.756601,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,73.42299896,0,72,0,0,0.666666667,4,0.406779661,0.508474576,24,30,59,0,0,0,0,0,0,0,0,0,0.085714286,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.680532446,1.645476773,409,673,601,0,693.2890204,111.1034348,63.47900185,818.6171393,0,0,0,0,0,0,0,0,0,6.240032289,6,0,0,0,0,0,24,0,0,0
2018-01-18 02:33:00,10236,Overwatch League - Stage 1,ASSAULT,Horizon Lunar Colony,Logix,Florida Mayhem,Tracer,Damage,0,7763.091746,0,0,0,0,8,0,0,0,0,891.5161901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058923997,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.5311127,180,0,0,0,0,0,0,0,0,0,0,0,0,0,5734.984442,0,0,0,0,0,0,0,0,0,0,0,0,2602.599905,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,1.75,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,421.7096405,0,6667.515555,0,0,0,0,0,0,0,0,120,0,0,1,0,0,0,0,0,0,0,0,0,9,61.85899913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,2,2,0.2,6,30,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.7096405,0.162033988,0,0,0,0,3440,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.905012,65.97621048,131.4270039,540.1629456,0,0,0,0,0,0,0,0,0,6.167450495,5,0,0,0,0,0.340406977,0,0,0,0
2018-01-18 02:33:00,10236,Overwatch League - Stage 1,ASSAULT,Horizon Lunar Colony,Logix,Florida Mayhem,Widowmaker,Damage,0,3839.956376,0,0,0,0,1,0,0,0,0,249.7233009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23255814,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0900524,221.5049706,0,0,0,0,3220.43005,0,0,0,0,0,0,0,544.112019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3562.025073,0,0,0,0,1,0.141305113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0.545454545,7,24,44,0,0,0,0,0,0,0,0,0,0,96,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.6430071,78.88100236,2.212000065,278.4541937,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0.447916667,0,0,0,0
2018-01-18 02:33:00,10236,Overwatch League - Stage 1,ASSAULT,Horizon Lunar Colony,Manneten,Florida Mayhem,D.Va,Tank,0,9543.697158,0,0,0,0,9,0,0,0,0,2580.163071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061689248,1,214,0,0,0,0,217.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.4423651,0,1165.511559,0,0,0,30,0,0,0,0,0,848.5707169,0,0,0,0,0,0,0,4054.740691,0,0,0,0,0,0,0,0,0,0,8753,0,12447.89017,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,2.6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6791.765332,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,11,85.86899878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965517,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,2,3,0,0,10355,3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.9750157,50.7906644,33.15200097,572.2605898,0,0,0,0,0,0,0,0,0,10.59200587,16,0,0,0,0,0.335007243,0,0,0,0
2018-01-18 02:33:00,10236,Overwatch League - Stage 1,ASSAULT,Horizon Lunar Colony,Manneten,Florida Mayhem,Junkrat,Damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34500007,366.4062702,0,2.924955606,0,0,0,0,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0,0,0
